developer, email, commits, start year, end year, #lib class temp uses, #lib func temp uses, #user-defined class temp uses, #user-defined func temp uses
ravitillo, // , //36, //2009, //2010, //4, //2, //0, //0
fmazzant, // , //155, //2005, //2006, //0, //0, //0, //0
pablocastellano, // , //25, //2009, //2009, //0, //0, //0, //0
marroquim, // , //8, //2009, //2009, //6, //11, //2, //0
obarney, // , //118, //2008, //2008, //4, //0, //0, //0
rbrondi, // , //38, //2009, //2009, //0, //0, //0, //0
tonarelli, // , //49, //2008, //2009, //1, //0, //0, //0
gfrei, // , //25, //2007, //2007, //0, //0, //0, //0
imranakbar, // , //17, //2008, //2008, //0, //0, //0, //0
lorenzovannucci, // , //1, //2012, //2012, //0, //0, //0, //0
ranma42, // , //17, //2009, //2010, //0, //0, //0, //0
bernabei, // , //66, //2008, //2011, //5, //2, //0, //0
(没有作者信息), // , //1, //2005, //2005, //0, //0, //0, //0
e_cerisoli, // , //11, //2006, //2006, //0, //0, //0, //0
zifnab1974, // , //27, //2006, //2007, //0, //0, //0, //0
andrenucci, // , //25, //2007, //2007, //0, //0, //0, //0
giardina, // , //1, //2007, //2007, //0, //0, //0, //0
amaione, // , //82, //2008, //2008, //0, //0, //0, //0
fuscof, // , //8, //2007, //2007, //0, //0, //0, //0
michele_vannoni, // , //36, //2008, //2008, //0, //0, //0, //0
bartoletti, // , //8, //2008, //2008, //0, //0, //0, //0
root, // , //1, //2005, //2005, //0, //0, //0, //0
sacchetti, // , //14, //2011, //2011, //1, //0, //0, //0
andreabaldacci, // , //48, //2011, //2012, //0, //0, //0, //0
danielebon, // , //19, //2008, //2008, //0, //0, //0, //0
ggangemi, // , //123, //2005, //2008, //12, //0, //0, //0
sherholz, // , //52, //2008, //2009, //5, //1, //10, //0
granzuglia, // , //1113, //2006, //2014, //28, //26, //4, //0
agiannini, // , //47, //2009, //2010, //17, //8, //20, //0
dvitale, // , //30, //2009, //2011, //0, //0, //0, //0
gpalmas, // , //15, //2009, //2010, //0, //0, //0, //0
ponchio, // , //30, //2006, //2014, //0, //0, //0, //0
cignoni, // , //2510, //2005, //2015, //219, //9, //191, //25
matteodelle, // , //94, //2008, //2014, //0, //0, //0, //0
gianpaolopalma, // , //48, //2008, //2013, //0, //0, //0, //0
glvertex, // , //134, //2005, //2006, //0, //0, //0, //0
onnis, // , //29, //2008, //2008, //0, //0, //0, //0
sabbadin89, // , //13, //2012, //2012, //0, //1, //0, //0
marchi, // , //15, //2008, //2009, //0, //0, //0, //0
f-giovinazzo, // , //9, //2009, //2009, //0, //0, //0, //0
tpikonen, // , //3, //2008, //2010, //0, //0, //0, //0
stefanomarras, // , //28, //2009, //2010, //0, //0, //0, //0
mischitelli, // , //25, //2007, //2008, //0, //0, //0, //0
dpanozzo, // , //15, //2007, //2008, //85, //1, //27, //2
pirosu, // , //14, //2006, //2008, //0, //0, //0, //0
pietroni, // , //67, //2009, //2011, //21, //1, //0, //1
fbellucci, // , //77, //2008, //2008, //0, //1, //0, //0
danielprieler, // , //3, //2013, //2013, //0, //0, //0, //0
cavarretta, // , //43, //2010, //2011, //0, //0, //0, //0
malomo, // , //29, //2009, //2014, //0, //0, //0, //0
faism, // , //39, //2008, //2008, //0, //0, //0, //0
gmarcias, // , //1, //2015, //2015, //0, //0, //0, //0
tallia1, // , //67, //2010, //2011, //15, //2, //1, //0
ggael, // , //68, //2008, //2011, //12, //38, //10, //0
ccasta, // , //52, //2008, //2008, //0, //0, //0, //0
freudenreich, // , //4, //2010, //2010, //0, //0, //0, //0
giec, // , //51, //2005, //2006, //0, //0, //0, //0
ganovelli, // , //102, //2006, //2014, //160, //73, //182, //45
alemanno, // , //6, //2008, //2008, //0, //0, //0, //0
mancinig, // , //56, //2009, //2010, //3, //0, //0, //0
rdini, // , //43, //2008, //2008, //0, //0, //0, //0
buzzelli, // , //78, //2005, //2006, //0, //0, //0, //0
vannini, // , //40, //2005, //2006, //0, //0, //0, //0
callieri, // , //107, //2008, //2014, //5, //0, //1, //0
laruef, // , //11, //2011, //2012, //17, //7, //52, //0
ldpmatic, // , //5, //2007, //2007, //0, //0, //0, //0
corsini, // , //137, //2006, //2014, //0, //1, //0, //0
m-sottile, // , //91, //2009, //2010, //0, //0, //0, //0
benedetti, // , //17, //2008, //2012, //0, //0, //0, //0
m_di_benedetto, // , //5, //2009, //2010, //0, //0, //0, //0
alemochi, // , //48, //2005, //2006, //0, //0, //0, //0
mariolatronico, // , //150, //2005, //2007, //0, //0, //0, //0
dibenedetto, // , //4, //2012, //2012, //0, //0, //0, //0
davide_portelli, // , //49, //2005, //2008, //0, //0, //0, //0
r-aiello, // , //5, //2013, //2013, //0, //0, //0, //0
