class implementing CRTP, uses, developer, email, edit time, definition file path, line

virtual function, calls, developer, email, edit time, definition file path, line
cmd_pass::Handle, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20060906, //src/cmd_pass.cpp, //24
ModuleSilenceFactory::CreateModule, //0, //peavey, //peavey@e03df62e-2008-0410-955e-edbf42e46eb7, //20061126, //src/modules/m_silence_ext.cpp, //383
cmd_summon::Handle, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20060906, //src/cmd_summon.cpp, //24
ModuleSilenceFactory::CreateModule, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20060810, //src/modules/m_silence.cpp, //216
Module::GetVersion, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20061001, //src/modules.cpp, //116
Module::Implements, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20051226, //src/modules.cpp, //186
Module::OnChannelDelete, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20060122, //src/modules.cpp, //187
Module::OnEvent, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20050420, //src/modules.cpp, //146
Module::OnRequest, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20050420, //src/modules.cpp, //147
Module::OnUserJoin, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20030123, //src/modules.cpp, //109
Module::OnUserPart, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20060311, //src/modules.cpp, //111
Module::OnUserQuit, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20060311, //src/modules.cpp, //107
SocketEngine::GetMaxFds, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20051229, //src/socketengine.cpp, //74
SocketEngine::GetName, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20051212, //src/socketengine.cpp, //89
SocketEngine::GetRemainingFds, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20051229, //src/socketengine.cpp, //79
ModuleHttpStats::GetVersion, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20060711, //src/modules/m_httpd_stats.cpp, //238
ModuleHttpStats::Implements, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20060711, //src/modules/m_httpd_stats.cpp, //227
ModuleHttpStats::OnChannelDelete, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20060711, //src/modules/m_httpd_stats.cpp, //173
ModuleHttpStats::OnEvent, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20060711, //src/modules/m_httpd_stats.cpp, //81
ModuleHttpStats::OnRequest, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20060711, //src/modules/m_httpd_stats.cpp, //222
ModuleHttpStats::OnUserJoin, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20060711, //src/modules/m_httpd_stats.cpp, //183
ModuleHttpStats::OnUserPart, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20060711, //src/modules/m_httpd_stats.cpp, //198
ModuleHttpStats::OnUserQuit, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20060711, //src/modules/m_httpd_stats.cpp, //208
ModuleHttpStatsFactory::CreateModule, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20060810, //src/modules/m_httpd_stats.cpp, //256
cmd_kick::Handle, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20060906, //src/cmd_kick.cpp, //25
CoreException::GetReason, //0, //om, //om@e03df62e-2008-0410-955e-edbf42e46eb7, //20060309, //include/modules.h, //351
Module::OnUserConnect, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20030123, //src/modules.cpp, //106
ModuleRandQuote::GetVersion, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20030123, //src/modules/m_randquote.cpp, //127
ModuleRandQuote::Implements, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20051226, //src/modules/m_randquote.cpp, //116
ModuleRandQuote::OnUserConnect, //0, //brain, //brain@e03df62e-2008-0410-955e-edbf42e46eb7, //20030123, //src/modules/m_randquote.cpp, //132
